serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,monthly_income_imputed
0,0.36431784099999998,21,0,0.0078740159999999976,2666.0,2,0,0,0,0.0,4000.0
0,0.99999990000000005,62,1,0.135098622,3700.0,1,0,0,0,0.0,3500.0
0,0.0,64,0,0.0016901030000000001,14791.0,5,0,0,0,2.0,4600.0
0,0.020940473000000001,67,0,0.039320226999999999,3000.0,4,0,1,0,2.0,9307.0
0,0.0048420420000000004,59,0,2549.0,0.0,11,0,2,0,0.0,0.0
0,0.02034857,78,0,0.010996334999999999,3000.0,5,0,0,0,0.0,4000.0
0,0.25753463799999998,51,0,0.76506729099999982,3417.0,4,0,1,0,0.0,3648.0
1,0.50121407399999995,62,1,0.33066733300000001,4000.0,17,0,0,1,0.0,5600.0
0,0.86351137400000022,48,0,1.2395041979999999,2500.0,7,0,1,0,2.0,3177.0
0,0.99999990000000005,80,0,0.027243189000000001,4000.0,0,0,0,0,0.0,2916.0
0,0.31093781199999998,41,0,0.107778268,6800.0,5,0,0,0,2.0,4569.0
0,0.0,42,0,0.29283777999999999,14017.0,9,0,2,0,2.0,10415.0
0,0.54743904899999996,55,0,0.74573613000000005,5100.0,15,0,2,0,1.0,8050.0
0,0.0,41,0,0.0,3250.0,4,0,0,0,0.0,17500.0
0,0.64145167599999997,47,3,0.35796420400000001,10000.0,8,0,2,0,1.0,6000.0
0,0.99999990000000005,53,0,0.00093852699999999998,2130.0,0,0,0,0,1.0,6500.0
0,0.019935310000000001,65,0,0.0037825839999999999,12160.0,13,0,0,0,0.0,7775.0
0,0.16165676699999998,63,0,0.25145807399999998,10458.0,6,0,2,0,2.0,6256.0
0,0.25233700199999998,55,0,1425.0,1.0,6,0,1,0,0.0,1.0
0,0.39860139900000002,27,0,11.0,0.0,2,0,0,0,0.0,0.0
0,0.046703135,53,0,1.2407592409999999,1000.0,4,1,2,0,3.0,5833.0
0,0.124650047,32,0,446.0,0.0,2,0,0,0,0.0,0.0
0,0.118587608,22,0,0.0053763439999999999,929.0,2,0,0,0,0.0,820.0
0,0.015214464,42,1,0.68861556900000009,6666.0,6,0,3,0,1.0,5200.0
0,0.75765529300000001,32,0,0.10043755,5027.0,3,0,0,0,3.0,5833.0
0,0.041981299000000007,41,0,0.91121775600000021,5000.0,18,0,2,0,0.0,10000.0
0,0.64738437599999998,51,0,1.0757761800000001,5700.0,11,0,2,0,2.0,4350.0
0,0.3027357,66,0,0.60189320700000004,15000.0,8,0,1,0,0.0,7265.0
0,0.27953411,21,0,0.496993988,498.0,2,0,0,0,0.0,1100.0
0,0.0048878050000000003,76,0,0.0014998500000000001,10000.0,11,0,0,0,0.0,8000.0
0,0.12993406099999999,70,0,0.36228775699999999,5594.0,7,0,1,0,0.0,4500.0
0,0.103174329,70,0,0.10823134099999999,4166.0,7,0,0,0,1.0,10500.0
0,0.32569647800000001,32,0,0.46589018300000001,4206.0,10,0,2,0,1.0,6398.0
0,0.71782434099999992,55,0,1.3075506450000001,3800.0,20,0,2,0,0.0,2283.0
0,0.019275774999999998,46,0,3821.0,0.0,8,0,2,0,0.0,0.0
0,0.99999990000000005,48,0,0.22962465200000001,10416.0,6,0,1,0,1.0,9350.0
0,0.40308813900000001,50,0,0.53089148500000005,9500.0,30,0,2,0,1.0,15858.0
0,0.010844816,70,0,0.24016563099999999,2897.0,7,0,1,0,0.0,3166.0
0,0.99999990000000005,28,0,0.087165134000000005,2500.0,2,0,0,0,0.0,5250.0
0,0.168635585,77,0,1.4203622739999999,1600.0,19,0,1,0,0.0,2829.0
0,1.0181785130000001,76,2,0.321163166,3094.0,7,0,0,0,0.0,3600.0
0,0.97910345399999998,37,0,0.20950352699999999,15025.0,8,0,1,0,0.0,7250.0
0,0.0042475530000000003,65,0,1062.0,1.0,12,0,1,0,0.0,1.0
0,0.65111205400000005,63,2,0.48637840500000001,4000.0,10,0,1,1,0.0,9583.0
0,0.99999990000000005,31,0,1.0892731120000001,2833.0,9,0,1,0,0.0,1520.0
0,0.045782570000000002,43,0,0.22018238500000001,8333.0,11,0,2,0,0.0,3386.0
0,0.128705924,45,0,4249.0,0.0,5,0,2,0,0.0,0.0
0,0.054926371000000002,63,0,0.11968744000000001,5246.0,13,0,1,0,0.0,14083.0
0,0.52015129799999993,25,0,0.134459576,5800.0,9,0,0,0,0.0,2626.0
0,0.99999990000000005,31,0,0.22640632299999999,2150.0,1,0,0,0,0.0,5750.0
0,0.34871280500000001,26,0,0.45084971699999998,3000.0,9,0,0,0,0.0,1400.0
0,0.027054054000000001,37,0,0.155867901,8750.0,7,0,1,0,2.0,3777.0
0,0.066671678999999998,55,0,0.29017126600000004,9166.0,11,0,1,0,2.0,12750.0
0,0.139119203,30,0,0.237720285,8000.0,8,0,1,0,2.0,4280.0
0,0.011215912999999999,87,0,0.097831211999999987,4241.0,5,0,1,0,0.0,8000.0
0,0.038017487000000003,40,0,0.340980846,4750.0,7,0,1,0,2.0,3000.0
0,0.87971081399999995,56,0,0.164423388,9286.0,5,0,1,0,1.0,2800.0
0,0.0,52,0,0.0,4200.0,4,0,0,0,2.0,4200.0
0,0.99999990000000005,29,0,862.0,0.0,2,0,1,0,0.0,0.0
0,0.99999990000000005,59,0,0.186527737,6813.0,3,0,2,0,0.0,3416.0
0,0.39244360700000003,47,0,0.28579364000000002,7200.0,16,0,1,0,1.0,17618.0
0,0.30813837199999999,31,0,0.058775675999999999,4916.0,3,0,0,0,0.0,8950.0
0,0.0048470790000000007,46,0,0.063234941000000003,8333.0,16,0,0,0,2.0,10000.0
1,0.88183989799999984,41,0,0.52575682400000001,10074.0,7,0,2,0,3.0,1860.0
1,1.201554692,27,3,0.26427350399999999,2924.0,7,0,0,0,0.0,2400.0
0,0.108246993,70,0,0.038987003999999999,3000.0,5,0,0,0,0.0,13149.0
0,0.022781404000000002,62,0,0.18457874399999999,6717.0,8,0,2,0,1.0,8333.0
0,0.012754236,58,0,0.0067832919999999998,2800.0,7,0,0,0,0.0,9916.0
0,0.74343804700000005,46,0,0.45647735699999997,10775.0,8,0,3,0,2.0,9350.0
0,0.38358301500000003,63,0,0.326076439,6200.0,6,0,1,0,0.0,9700.0
0,0.0088515239999999978,67,0,0.0078226860000000006,2300.0,3,0,0,0,0.0,6667.0
1,0.99999990000000005,25,0,78.0,0.0,1,0,0,0,0.0,0.0
1,0.99999990000000005,31,0,0.0,4000.0,0,1,0,0,1.0,2573.0
0,0.0,66,0,0.098416813000000006,10800.0,14,0,2,0,1.0,5833.0
0,0.27338177499999999,46,0,0.25488380700000002,10800.0,4,0,1,0,2.0,10000.0
0,0.28742227300000001,60,1,0.33727711999999999,6000.0,15,0,1,0,0.0,9000.0
0,0.116667538,42,0,0.19388322499999999,10789.0,6,0,1,0,2.0,1920.0
0,0.109965095,40,0,0.69461515900000004,6833.0,6,0,2,0,2.0,5000.0
0,0.0099261939999999993,46,0,0.213843487,8075.0,10,0,2,0,2.0,9582.0
0,0.14195085199999999,73,1,4107.0,0.0,26,0,2,0,0.0,0.0
0,0.27047589500000002,77,0,0.94274353899999996,2514.0,19,0,2,0,0.0,5500.0
0,0.227638914,61,0,1907.0,1.0,14,0,2,0,1.0,1.0
0,0.038992135999999997,56,0,0.20222991200000001,2600.0,7,0,0,0,0.0,9250.0
0,0.028417062000000007,50,0,0.050153531000000001,12700.0,5,0,0,0,3.0,6900.0
0,0.016076683000000001,43,0,0.35504774900000002,2931.0,12,0,1,0,0.0,5100.0
0,0.96289713399999999,43,0,0.323774283,1080.0,4,0,0,0,0.0,11000.0
0,0.36125837300000002,80,0,0.37141111799999998,3273.0,7,0,2,0,1.0,6000.0
0,0.0,55,0,4391.0,1.0,9,0,1,0,0.0,1.0
0,0.054314136999999998,47,0,0.45612927700000011,7920.0,18,0,2,0,3.0,8025.0
0,0.077728150999999981,43,0,0.67977340900000005,3000.0,6,0,2,0,0.0,4750.0
0,0.025299367999999999,70,0,1.4167638730000001,6000.0,8,0,1,0,0.0,2000.0
0,1.0070367760000001,44,0,0.364409861,13750.0,7,0,1,1,2.0,7400.0
0,0.78882257599999983,40,0,0.42516535900000002,6500.0,10,0,0,0,0.0,5600.0
0,0.29620044699999998,56,0,1172.0,1.0,5,0,1,0,0.0,1.0
0,0.99999990000000005,60,1,42.0,2244.0,1,0,0,0,0.0,2244.0
0,0.144063683,44,0,0.61682243000000003,2460.0,5,0,1,0,0.0,4882.0
0,0.060672494,30,0,0.53499000299999999,3500.0,17,0,2,0,0.0,4073.0
0,0.33194416900000001,58,0,0.094183399000000001,4830.0,18,0,0,0,1.0,3400.0
0,0.398691028,39,0,2120.0,0.0,3,0,1,0,0.0,0.0
0,0.03601857,62,0,0.0099983339999999993,6000.0,4,1,0,0,1.0,25000.0
0,0.00024998799999999998,56,0,5751.0,0.0,16,0,3,0,0.0,0.0
0,0.34312009600000004,44,1,0.31133671699999999,6500.0,10,0,0,0,3.0,8302.0
0,0.058443360999999999,77,0,0.097882869999999997,7273.0,8,0,1,0,0.0,1500.0
0,0.0,45,0,0.40409576000000003,10400.0,7,0,1,0,2.0,5000.0
0,0.25793966800000001,37,0,2553.0,0.0,13,0,1,0,3.0,0.0
0,0.120814606,49,0,0.45938515400000002,4000.0,12,0,1,0,0.0,4333.0
0,0.053125481000000002,89,0,0.18917758200000001,4656.0,5,0,0,0,0.0,4677.0
1,0.74537520999999984,40,4,0.36805142200000002,8400.0,20,0,1,0,0.0,7500.0
0,0.99999990000000005,36,1,0.13146713300000001,4000.0,3,0,0,0,2.0,9316.0
0,0.0,70,0,1039.0,0.0,7,0,1,0,0.0,0.0
0,0.90687287500000002,48,0,0.52224629200000006,6000.0,4,0,1,0,0.0,4500.0
0,0.035643387999999998,80,0,0.14769394800000002,3750.0,7,0,1,0,1.0,13000.0
0,0.00021778300000000001,51,0,701.0,0.0,19,0,1,0,0.0,0.0
0,0.77225596500000004,51,0,0.37364557799999998,2860.0,6,0,1,0,2.0,16341.0
0,0.35278030999999999,58,0,0.37464589199999998,2823.0,5,0,1,0,1.0,8167.0
0,0.72756185699999998,29,0,0.087654589000000005,4608.0,5,1,0,0,0.0,7000.0
1,1.2069370960000001,55,0,1120.0,0.0,7,0,0,2,0.0,0.0
0,0.0,31,0,0.084971675999999982,3000.0,4,0,0,0,0.0,5474.0
1,0.99999990000000005,59,3,0.52641226500000005,6000.0,4,0,2,0,0.0,6600.0
1,0.99999990000000005,30,0,0.0,2700.0,0,0,0,0,0.0,338.0
0,0.19263456100000001,33,0,0.30417395699999999,4000.0,3,0,1,0,0.0,2666.0
1,0.32834879700000003,46,0,0.32671957699999998,3023.0,9,0,2,0,1.0,15374.0
1,0.82793017499999999,38,0,0.73740868900000001,2600.0,4,0,2,1,0.0,7800.0
0,0.094060972000000007,46,0,1.6856571709999999,2000.0,15,0,1,0,0.0,2083.0
0,0.034620135000000003,73,0,1235.0,0.0,6,0,1,0,0.0,0.0
0,0.84333593099999982,64,2,0.76009227199999996,2600.0,12,0,1,0,1.0,3200.0
0,0.99999990000000005,29,0,0.58764940200000004,501.0,1,0,0,0,0.0,4022.0
0,0.23245549700000001,60,1,0.52482007799999997,5418.0,16,0,2,0,0.0,7394.0
0,0.0030669310000000002,78,0,909.0,0.0,5,0,1,0,0.0,0.0
0,0.031262389000000002,58,0,0.24615031000000001,4350.0,8,0,2,0,0.0,4570.0
1,1.0232558140000001,33,1,0.0039113430000000003,2300.0,1,3,0,0,3.0,4333.0
0,0.28058355899999998,51,1,0.47708715200000001,6000.0,14,0,1,0,0.0,9634.0
0,0.024594640000000001,72,2,0.0049479830000000004,7881.0,9,0,0,0,0.0,10166.0
0,0.022458313000000001,68,0,2400.0,0.0,19,0,4,0,0.0,0.0
0,0.011299623,60,0,0.15889287499999999,1950.0,9,0,0,0,0.0,12700.0
0,0.25359637699999998,74,0,0.45837086599999999,7770.0,17,0,1,0,0.0,6834.0
0,0.018065471999999999,67,0,0.153584585,3528.0,6,0,1,0,1.0,3155.0
0,0.10758055699999999,56,0,0.40599869599999999,4600.0,13,0,2,0,3.0,7000.0
0,0.118283028,63,0,0.056146648,7800.0,8,0,0,0,1.0,4166.0
0,0.19047618999999999,49,0,0.11447678999999999,5083.0,17,0,0,0,0.0,3750.0
0,0.29947224300000003,57,0,0.71638060299999995,6000.0,11,0,2,0,0.0,3500.0
0,0.00347431,68,0,0.151773467,10205.0,10,0,1,0,0.0,14149.0
0,0.0,51,0,0.0,3600.0,4,0,0,0,0.0,3600.0
0,0.053035398999999997,70,0,0.214691098,6166.0,5,0,1,0,0.0,6800.0
0,0.019770787000000001,74,0,0.057054525000000002,3557.0,9,0,1,0,0.0,8500.0
0,0.084175501,58,0,0.38885079500000003,14583.0,12,0,3,0,1.0,8065.0
0,0.003728093,43,0,3.0,1400.0,3,0,0,0,0.0,1400.0
0,0.0091109090000000004,85,0,13.0,0.0,5,0,0,0,0.0,0.0
0,0.53870159100000004,51,2,0.28334333100000003,5000.0,9,0,2,0,1.0,4280.0
0,0.41981057799999999,36,0,0.23563841299999999,4612.0,10,0,0,0,1.0,6500.0
0,0.315022517,44,1,0.45527659999999998,9200.0,11,0,2,0,0.0,4700.0
0,0.036149579000000001,39,0,0.0073641799999999988,7196.0,8,0,0,0,0.0,1200.0
0,0.37773426100000002,41,0,0.13474610199999998,2500.0,6,0,0,0,0.0,6072.0
0,0.83430314699999997,46,2,0.41234856199999997,6850.0,18,0,2,0,2.0,4973.0
0,0.0,32,0,0.18608227599999999,2600.0,2,0,0,0,0.0,4700.0
0,0.002650805,35,2,1.2570971609999999,2500.0,9,0,2,0,0.0,2639.0
0,0.00013887900000000001,44,0,0.032043203999999999,5554.0,6,0,0,0,1.0,7500.0
0,0.99999990000000005,30,0,0.0077734589999999999,1800.0,0,0,0,1,1.0,5000.0
1,0.28992258999999998,43,0,0.12815338000000001,5945.0,13,0,0,0,5.0,5682.0
0,0.21926931,54,0,0.60583185299999998,6755.0,6,0,4,0,2.0,6300.0
0,0.0064614390000000002,92,1,0.0081421169999999991,1350.0,6,0,0,0,0.0,5020.0
0,0.99999990000000005,29,98,0.0,1600.0,0,98,0,98,0.0,9030.0
0,0.002833215,65,0,2618.0,0.0,9,0,2,0,0.0,0.0
0,0.99999990000000005,25,0,4.9205298009999998,150.0,3,0,0,0,0.0,0.0
0,0.0,24,0,0.301349325,2000.0,2,0,1,0,0.0,1680.0
1,0.7896014859999998,61,2,4089.0,0.0,5,2,1,0,0.0,0.0
0,0.028886528000000002,41,0,0.38024357199999997,4433.0,16,0,2,0,2.0,9870.0
0,0.021798547000000001,42,0,0.19976818700000001,14666.0,12,0,2,0,0.0,30000.0
0,0.4545035,41,0,0.46387251699999998,4580.0,8,0,1,0,0.0,14041.0
0,0.114608406,33,0,0.23465067000000001,2833.0,5,0,0,0,0.0,8900.0
0,0.0042173999999999996,43,0,0.75858934700000002,5500.0,5,0,2,0,0.0,7349.0
0,0.47939504999999999,32,0,0.25288651100000004,3550.0,4,0,0,0,4.0,2500.0
0,0.028911785999999998,69,0,0.29033520299999999,7666.0,8,0,1,0,0.0,7452.0
0,0.33665665700000003,38,0,0.336523354,7000.0,9,0,1,0,0.0,8166.0
0,0.0,66,0,0.50907655900000004,3800.0,4,0,1,0,0.0,3000.0
0,0.24275724300000001,34,0,10.0,70.0,2,0,0,0,0.0,70.0
0,0.054544849999999999,60,0,0.32431213399999997,8867.0,22,0,1,0,0.0,7100.0
0,0.0,26,0,2.5,1.0,2,0,0,0,0.0,820.0
0,0.73645270900000004,43,0,0.33046026499999998,5800.0,9,0,2,0,0.0,7666.0
0,0.13335013900000001,39,0,1823.0,0.0,9,0,1,0,0.0,0.0
1,0.99967394799999998,50,1,0.124539595,4343.0,4,1,0,2,0.0,5372.0
0,0.24552827499999999,81,0,0.15133437999999999,3184.0,3,0,0,0,0.0,5000.0
0,0.36967223300000002,46,1,0.44217513400000003,3916.0,10,0,1,0,2.0,28000.0
0,0.001417597,79,0,9.5199999999999997e-05,10500.0,6,0,0,0,0.0,3500.0
0,0.0,47,0,0.16619169,20000.0,23,0,1,0,3.0,7890.0
0,0.99999990000000005,46,0,0.20726518999999999,9166.0,3,0,2,0,0.0,3100.0
0,0.99999990000000005,57,0,117.0,0.0,0,0,0,0,0.0,0.0
0,0.0063312230000000004,61,0,0.246785226,3654.0,3,0,2,0,0.0,6800.0
0,0.34633562000000001,56,1,2948.0,0.0,14,0,1,0,1.0,0.0
0,1.0055977700000001,48,3,0.3978795,15750.0,20,0,1,0,1.0,3000.0
0,0.99999990000000005,62,0,0.0,5500.0,0,0,0,0,0.0,5644.0
0,0.79194275999999975,44,4,0.59757826999999997,9166.0,13,0,1,2,1.0,10100.0
0,0.96641349600000004,66,8,0.67276210400000003,5741.0,10,1,1,0,0.0,6850.0
1,0.86201839800000002,30,1,0.46233601400000002,4725.0,6,0,2,1,0.0,6300.0
0,0.29103088199999999,50,0,0.31279556800000002,7400.0,14,0,2,0,1.0,5200.0
0,0.415024279,70,0,450.0,0.0,3,1,0,0,0.0,0.0
0,0.017687772000000001,61,1,0.30986993099999999,1306.0,5,0,0,0,0.0,3433.0
0,0.023269316000000002,74,0,443.0,0.0,12,0,1,0,0.0,0.0
0,0.14668115100000001,66,0,0.13196480900000002,5796.0,8,0,1,0,1.0,8195.0
0,0.16968303199999998,59,0,50.0,1.0,4,0,0,0,0.0,1.0
0,0.40709727200000001,63,0,0.48862784300000001,4000.0,9,1,2,0,1.0,15308.0
0,0.27560648900000001,63,1,3496.0,0.0,12,0,2,0,3.0,0.0
0,0.176768958,65,0,1.0487730990000002,3300.0,12,0,3,0,0.0,3200.0
0,0.055342893999999997,65,0,2047.0,0.0,19,0,1,0,3.0,0.0
0,0.041658981999999997,70,0,110.0,0.0,10,0,0,0,0.0,0.0
0,0.99999990000000005,54,0,0.36435363100000001,4942.0,3,0,1,0,5.0,10400.0
0,0.019419611999999999,72,0,0.10175516599999999,4500.0,3,0,1,0,0.0,4400.0
0,0.019232539,75,0,0.009239298,3246.0,4,0,0,0,0.0,3000.0
0,0.13434539199999998,49,1,0.57191307599999996,7960.0,15,0,2,0,1.0,5300.0
0,0.075869119999999998,56,0,0.138225131,13600.0,15,0,1,0,0.0,4000.0
0,0.015324042,42,0,2816.0,0.0,5,0,3,0,0.0,0.0
0,0.027459227999999999,73,0,0.35551619400000001,3951.0,10,0,1,0,1.0,5197.0
0,0.22103894800000001,62,0,0.35351331700000005,11000.0,4,0,3,0,1.0,5100.0
0,0.36383464199999999,62,0,3335.0,0.0,15,0,1,0,0.0,0.0
0,0.036352017,40,0,0.19911804599999999,5895.0,7,0,1,0,0.0,2200.0
0,0.30607536499999999,24,0,0.013994402,2500.0,6,0,0,0,1.0,500.0
0,0.0,58,0,0.012724381000000002,4400.0,9,0,0,0,1.0,5833.0
0,0.30011411600000004,74,0,764.0,0.0,8,0,0,0,0.0,0.0
0,0.105222675,27,0,41.0,0.0,3,0,0,0,0.0,1.0
0,0.93668425399999999,38,3,3116.0,0.0,22,0,2,0,2.0,0.0
0,0.00026666299999999999,53,0,0.39645719099999999,4741.0,8,0,2,0,2.0,8316.0
0,0.20215448799999999,47,1,0.46384565500000002,6167.0,9,0,1,0,2.0,8166.0
0,0.096899659000000013,64,0,0.32038280200000002,7000.0,33,0,1,0,0.0,4000.0
0,0.012949159999999999,64,0,0.354633737,8340.0,18,0,2,0,1.0,3400.0
0,0.0,61,0,0.45924700000000002,4833.0,10,0,1,0,0.0,9990.0
0,0.338283689,50,2,0.209872894,3382.0,8,0,1,1,3.0,4500.0
0,0.13294984900000001,54,0,0.26373681300000001,20000.0,8,0,1,0,0.0,8896.0
0,0.47017942000000001,39,0,850.0,1.0,5,0,0,0,0.0,1.0
0,0.0047222169999999999,63,0,0.107582938,4219.0,17,0,1,0,0.0,17834.0
0,0.0,45,1,1290.0,1.0,9,0,0,1,4.0,1.0
0,0.0,50,0,0.0,3426.0,2,0,0,0,1.0,6400.0
0,0.0019229290000000001,80,1,0.0,2094.0,4,0,0,0,0.0,2094.0
0,1.0518962080000001,25,0,0.11245983599999999,2800.0,2,0,0,1,1.0,2883.0
0,0.53342027999999997,49,0,0.53885865799999999,7166.0,8,1,3,0,0.0,6066.0
1,0.59440559400000004,39,1,0.537291042,4665.0,6,0,1,0,4.0,4500.0
0,0.30292426900000002,26,0,0.0089241449999999979,4033.0,2,0,0,0,0.0,10367.0
0,0.483450351,34,0,0.41977077400000001,5583.0,12,0,2,0,1.0,7250.0
0,0.00377108,62,0,0.72607836299999984,8600.0,19,0,3,0,1.0,4950.0
1,0.028968819,59,1,0.41829208299999998,6100.0,8,0,2,1,0.0,8492.0
0,0.72370415700000001,56,0,0.66624122500000005,4700.0,10,0,2,0,1.0,6767.0
0,0.029656667000000001,52,0,0.33859983700000001,3670.0,9,0,2,0,0.0,4400.0
0,0.108161426,51,1,0.83369438399999996,6000.0,14,0,2,0,0.0,3800.0
0,0.99999990000000005,21,0,0.0,1200.0,0,0,0,0,0.0,300.0
0,0.0070996449999999999,50,0,2835.0,0.0,14,0,1,0,0.0,0.0
0,0.23641433100000001,53,0,0.33236948999999999,12795.0,12,0,2,0,4.0,6000.0
0,0.012189896,73,0,0.229893975,3866.0,11,0,1,0,0.0,4000.0
0,0.33833233400000001,54,0,1.6807772379999999,1440.0,9,0,2,0,1.0,1200.0
0,0.86277367999999999,46,1,0.207575758,8579.0,9,0,0,0,3.0,7067.0
1,0.70188073200000001,44,1,0.47418041599999999,4666.0,8,1,1,0,2.0,5000.0
0,0.13175909499999999,90,0,791.0,0.0,2,0,1,0,0.0,0.0
0,0.34853611499999998,68,0,0.221955609,5000.0,14,0,1,0,0.0,6970.0
0,0.17019262499999999,58,2,0.38931718100000001,5447.0,12,0,1,0,0.0,9833.0
0,0.00249987,60,0,0.38420288200000002,8950.0,9,0,2,0,0.0,9966.0
0,0.15027110799999999,36,0,0.50402100800000005,6092.0,9,0,1,0,0.0,2652.0
0,0.15667265499999999,84,0,0.02592523,5322.0,3,0,0,0,1.0,2501.0
0,0.689464458,45,0,1221.0,0.0,7,0,1,0,0.0,0.0
0,0.101347363,72,0,0.077550167000000003,4783.0,6,0,1,0,1.0,12556.0
0,0.060243642999999999,68,0,0.52505188300000005,3372.0,8,0,1,0,0.0,4100.0
0,0.48462882400000001,66,0,0.58991981700000007,1745.0,8,0,1,0,1.0,5356.0
0,0.017317133000000002,66,0,0.013463167,11809.0,11,0,1,0,0.0,2000.0
0,0.131905675,59,0,2000.0,1.0,3,0,1,0,0.0,1.0
0,0.0066244040000000004,82,0,0.29636048500000001,7500.0,19,0,3,0,0.0,3500.0
0,0.057900294999999997,54,0,0.56771428600000007,3499.0,16,0,2,0,0.0,6800.0
0,0.081011801999999994,73,0,1978.0,0.0,3,0,0,0,0.0,0.0
0,0.88712745699999995,50,0,1.0837532999999999,4166.0,9,0,2,0,0.0,3750.0
0,0.0,32,0,349.0,0.0,5,0,0,0,0.0,0.0
0,0.27603768499999998,61,0,0.99040153600000003,6250.0,22,0,2,0,1.0,2011.0
0,0.99999990000000005,35,1,0.20311875200000001,2500.0,1,0,0,0,3.0,4710.0
0,0.84709873400000002,48,0,0.58721908,6540.0,9,0,0,0,2.0,4900.0
0,0.99999990000000005,82,0,17.0,0.0,3,0,0,0,0.0,0.0
0,0.050584657999999998,72,0,0.89342131599999985,5000.0,11,0,2,0,0.0,3400.0
0,0.05958521,70,0,2937.0,0.0,6,0,1,0,0.0,0.0
0,0.001480292,80,0,0.001162115,3441.0,13,0,0,0,0.0,2873.0
0,0.99999990000000005,23,0,0.0,201.0,1,0,0,0,0.0,201.0
0,0.56271381100000006,59,0,0.64473378299999995,4300.0,15,0,1,0,0.0,4800.0
0,0.012268292,68,0,0.231117925,15000.0,17,0,3,0,2.0,2916.0
0,0.42204816299999998,69,0,0.19765019600000006,12000.0,9,0,1,0,1.0,8293.0
0,0.0086291490000000009,73,0,0.0037638200000000002,4250.0,10,0,0,0,0.0,9550.0
0,0.30698269500000003,68,0,990.0,0.0,5,0,1,0,0.0,0.0
0,0.010133062999999999,63,0,0.27648234500000002,1500.0,3,0,1,0,1.0,5833.0
0,0.094131239000000005,78,0,0.257000903,2213.0,19,0,1,0,0.0,1900.0
0,0.023413003000000002,74,0,0.20919729000000001,4870.0,9,0,1,0,0.0,6010.0
0,0.002352902,63,0,0.138272638,7166.0,13,0,1,0,0.0,11416.0
0,0.24845023499999999,30,0,0.20181353199999999,4300.0,15,0,0,0,0.0,7100.0
0,0.0,55,0,0.293468381,7700.0,13,0,2,0,0.0,10879.0
0,0.25149982399999998,26,0,0.112816851,2800.0,6,0,0,0,0.0,6292.0
0,0.18836372900000001,74,0,0.31771028600000001,8000.0,8,0,1,0,1.0,5172.0
0,0.112056584,40,0,0.0146269,8750.0,7,0,0,0,2.0,2197.0
0,0.052475979000000006,70,0,0.014394242,2500.0,10,0,0,0,0.0,3109.0
0,0.0,71,0,0.057596455999999997,5416.0,3,0,0,0,0.0,11133.0
0,0.044238939999999997,25,0,0.639464068,820.0,4,0,0,0,0.0,867.0
0,0.060829202999999998,50,0,0.19895490599999999,10333.0,7,0,1,0,2.0,11908.0
0,0.00079994699999999985,38,0,0.38660223300000002,6000.0,5,0,1,0,1.0,3900.0
0,0.99999990000000005,54,1,3722.0,0.0,4,0,3,0,3.0,0.0
0,0.038090042999999997,60,0,0.109412941,7000.0,5,0,1,0,0.0,11240.0
1,0.205651267,31,0,964.0,0.0,14,0,1,0,1.0,0.0
0,0.99999990000000005,44,0,0.0,4638.0,5,0,0,0,0.0,2176.0
0,0.058867005999999999,71,0,0.0068563590000000002,5833.0,4,0,0,0,0.0,10000.0
0,0.20331416699999999,41,0,0.371296183,8200.0,6,0,2,0,0.0,2800.0
0,0.52987912500000001,67,0,0.34523649100000003,14841.0,21,0,4,0,1.0,3055.0
0,0.080794925000000004,54,0,0.279905179,5483.0,5,0,1,0,1.0,8916.0
0,0.18871173799999999,32,0,0.64952092800000005,3965.0,10,0,1,0,0.0,2166.0
0,0.062076908,73,0,0.22312312300000001,6659.0,8,0,2,0,0.0,4525.0
0,0.000455685,90,0,0.0,6601.0,8,0,0,0,0.0,6601.0
0,1.0121462059999999,45,3,0.18494862500000001,3600.0,5,0,0,0,2.0,5500.0
0,0.46580768200000011,51,1,1.0450708470000001,6633.0,14,0,3,0,0.0,3700.0
0,0.35361325300000002,56,0,0.51867394,2382.0,3,0,1,0,0.0,3689.0
0,0.12688617599999999,36,0,0.17968541699999999,3750.0,8,0,0,0,0.0,11867.0
0,0.31929785599999999,33,4,0.64778171200000001,4800.0,12,1,1,3,2.0,3960.0
0,0.039226621000000003,61,0,0.015963171000000002,16725.0,12,0,0,0,0.0,2300.0
0,0.026276014,32,1,0.28960478200000001,3010.0,5,0,0,0,1.0,5000.0
0,0.016084253,75,0,0.24647535200000001,10000.0,26,0,2,0,0.0,1372.0
0,0.29150992800000003,44,0,0.65138851399999997,11126.0,10,0,3,0,2.0,3361.0
0,0.54605469600000001,35,1,0.44424435499999998,7218.0,16,0,2,0,3.0,12500.0
0,0.018631693000000001,86,0,0.0047669490000000004,7551.0,6,0,0,0,0.0,7170.0
0,0.0,44,0,324.0,0.0,11,0,1,0,2.0,1.0
0,0.0,36,2,0.41568540300000001,4500.0,5,0,2,0,2.0,6000.0
0,0.0,40,0,964.0,0.0,3,0,1,0,0.0,0.0
0,0.065896880000000019,50,1,0.22356969600000001,7008.0,8,0,1,0,2.0,11105.0
0,0.68298152999999995,29,0,0.17659639499999999,3272.0,8,1,0,0,1.0,4600.0
